Metabolite,LCM Shapiro Stat,LCM Shapiro P,Pred Shapiro Stat,Pred Shapiro P,Kendall Tau,Kendall P,Spearman Rho,Spearman P,Pearson R,Pearson P
NAA,0.9581425894641049,0.04361514882193882,0.9223048021733765,0.0011798166815112753,-0.18583538513655068,0.03945169084946445,-0.24575489122000477,0.06295626621255435,-0.25581377952106754,0.05259963398433869
PCh+GPC,0.9666592749160569,0.11107901625470973,0.7592207911197746,2.1997419081048033e-08,0.1763477493984052,0.05164047005884094,0.2599732414642812,0.048743480047726766,0.17188081718414663,0.1970035494252476
Glu+Gln,0.962693218776969,0.07178859159782736,0.928655534218418,0.0021360398681255304,0.14281392484288594,0.11339404824190683,0.24153682885795238,0.06776070079258584,0.2192469240108275,0.09821417305850863
