Metabolite,LCM Shapiro Stat,LCM Shapiro P,Pred Shapiro Stat,Pred Shapiro P,Kendall Tau,Kendall P,Spearman Rho,Spearman P,Pearson R,Pearson P
NAA,0.9581425894641049,0.04361514882193882,0.9244528160038201,0.0014390248746430744,0.07082325752761053,0.43252998589100156,0.11772486778056804,0.3787971623490006,0.09771609545047144,0.4655535690057523
PCh+GPC,0.9666592749160569,0.11107901625470973,0.9237298645665396,0.001345649670891588,-0.030404784379035377,0.7372194918066818,-0.07113955903247936,0.5956530709184336,-0.05981899870118326,0.6555607042599965
Glu+Gln,0.962693218776969,0.07178859159782736,0.9239951296153759,0.001379145646558704,-0.07987897491212262,0.37590100176494934,-0.13168863529558,0.3244381985259386,-0.11427533820580156,0.39302031708676954
