Metabolite,LCM Shapiro Stat,LCM Shapiro P,Pred Shapiro Stat,Pred Shapiro P,Kendall Tau,Kendall P,Spearman Rho,Spearman P,Pearson R,Pearson P
NAA,0.9581425894641049,0.04361514882193882,0.9487589902483988,0.01596341967517096,0.05387410187997723,0.5504822686807107,0.07801156642056979,0.5605172580062556,0.0341532438208569,0.7990973666331821
PCh+GPC,0.9666592749160569,0.11107901625470973,0.959143122554079,0.04864398779046506,0.14715915639453123,0.1043752557967376,0.22335729196226978,0.09191632697007283,0.24625132230323807,0.062409314061001815
Glu+Gln,0.962693218776969,0.07178859159782736,0.9499788285030958,0.018152543513625198,0.2904689996804459,0.001282327761193215,0.4109079164397005,0.001355060978877141,0.3935881093166494,0.0022384025721482828
