Metabolite,LCM Shapiro Stat,LCM Shapiro P,Pred Shapiro Stat,Pred Shapiro P,Kendall Tau,Kendall P,Spearman Rho,Spearman P,Pearson R,Pearson P
NAA,0.9581425894641049,0.04361514882193882,0.8664927505226816,1.3032150760813491e-05,-0.24757873785292908,0.006075293398750953,-0.3549895412040123,0.00625048805496417,-0.40037126188671285,0.0018447732134009012
PCh+GPC,0.9666592749160569,0.11107901625470973,0.8678367343346834,1.43454887405098e-05,0.1921582372755036,0.03395561094063734,0.26785028606303324,0.04207378103765923,0.3358622418733813,0.009951317534139038
Glu+Gln,0.962693218776969,0.07178859159782736,0.875991654304711,2.5982934538963694e-05,-0.2263237622510141,0.012112724457382033,-0.33437408681685465,0.010306040914791197,-0.49694694203572837,7.24577531572471e-05
